1	-1	0.0721311
1	-2	0.190164
1	-3	0.0852459
1	-4	0.0163934
1	0	3.27869e-05
1	1	0.0131148
1	2	3.27869e-05
1	3	0.00655738
1	4	3.27869e-05
2	-1	0.0128755
2	-2	0.0300429
2	-3	0.317597
2	-4	0.124464
2	0	0.0128755
2	1	4.29185e-05
2	2	4.29185e-05
2	3	4.29185e-05
2	4	4.29185e-05
3	-1	0.00793651
3	-2	0.154762
3	-3	0.0198413
3	-4	0.0515873
3	0	3.96825e-05
3	1	0.00396825
3	2	0.00396825
3	3	0.00793651
3	4	0.00396825
